texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 :///kcjp1avx9m'
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'@blogdonoblat o lula é um condenado, corrupto, safado queremos sua prisão imediamente chega de deboche com a justiça '"
'@ptbrasil o que vai barrar a candidatura de lula é a justiça '
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' :///h0tgenfllg'
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
"'ele segue sim, mas, pra cadeia  :///m67up26gss'"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
'@ottoni3101 #luladrão  :///lz7sghzfnn'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' @paulacamara_: lula por minas gerais - uma multidão no discurso de lula   :///cjdj8efkmn'
' @paulacamara_: lula por minas gerais - uma multidão no discurso de lula   :///cjdj8efkmn'
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' @gettshullenffen: @apaupitz organização voltada para o lobby gayzista impregna td q a disney faz #stfvergonhanacional '
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'@bolsonarosp @darrentill2 @brigadeiromma darren till, fantástico  #bolsonaro2018'"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'mst é uma farsa #lavajato  :///svki55a1cy'
'@veja '
'  centenário da revolução russa - lições históricas  :///8xghmcqhdi via @youtube'
'gastar a criatividade e o tempo da gente para atacar a infeliz ministra dos direitos dos manos é besteira '
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @rosangela_bolze: pelo amor deus, #moro  já  criminoso e terrorista alto risco social @stf_oficial @mpf_pgr @mpf_prpr htt…'"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'respondo: pq colocaram um administradorzinho de mer**  :///nefgpmskrx'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' :///6s6ayyadjj'
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@leonardoboff @deltanmd  e quem defende ladrão tb'
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' @traderanonimo:  :///6s6ayyadjj'
' @traderanonimo:  :///6s6ayyadjj'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' só pq eu gosto do pão com mortadela hehehe    :///oqugcnznix'
' @traderanonimo:  :///6s6ayyadjj'
' @izidiooliver:  só pq eu gosto do pão com mortadela hehehe    :///oqugcnznix'
'@deputadofederal  @lulapelobrasil :///sxzaew5vcj'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@leonardoboff @deltanmd bandido na cadeia '
'@veja '
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'lula não tem mérito de ser pai de ninguém, somente pode ser pai dos burros  e #bolsonaropresidente2018 :///ec72enffve'"
'os lulinhas tão morrendo de inveja    :///pikfe8cn6s'
' @izidiooliver:  só pq eu gosto do pão com mortadela hehehe    :///oqugcnznix'
' @traderanonimo:  :///6s6ayyadjj'
' @izidiooliver: os lulinhas tão morrendo de inveja    :///pikfe8cn6s'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' @traderanonimo:  :///6s6ayyadjj'
' @traderanonimo:  :///6s6ayyadjj'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' @paulacamara_: lula por minas gerais - uma multidão no discurso de lula   :///cjdj8efkmn'
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
'  sigam-me se gostam de rir :///2vm58xk5ok'
' @izidiooliver: os lulinhas tão morrendo de inveja    :///pikfe8cn6s'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
'  siga-me se gosta de rir 😂😂😂 não existe uma viva alma mais honesta do que eu diz lula :///oo4xwkrvxp'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'a profissão mais valorizada no br dos últimos anos foi a de quem trabalhava juntando bostas de elefantesdiz a the economist '
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @paulacamara_: lula por minas gerais  em valadares : “ lula , ladrão  ladrão  ladrão  “  :///oijdymfjno'"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @paulacamara_: lula por minas gerais em ipatinga : “olê, olê olê, olê tamo na rua pra derrubar o pt “    #direitaminas ://…'"
"' @paulacamara_: lula por minas gerais em teófilo otoni :  ‘lula ladrão, seu lugar é na prisão’   :///zy3z70fjud'"
"' @davidlkosman: lula não tem mérito de ser pai de ninguém, somente pode ser pai dos burros  e #bolsonaropresidente2018 http…'"
"' @paulacamara_: lula por minas gerais em ipatinga : “olê, olê olê, olê tamo na rua pra derrubar o pt “    #direitaminas ://…'"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @paulacamara_: lula por minas gerais em ipatinga : “olê, olê olê, olê tamo na rua pra derrubar o pt “    #direitaminas ://…'"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'essa foi de doer #luladrao #bolsonaro2018  #dilmaladra :///pstvo6mhcz'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
'@jornaloglobo mesmo se fosse só iria receber votos dos políticos que ele livrou a cara #globolixo  #aecionacadeia #psdb=pt'
"' @direita_blog: na disputa com sergio cabral para ver quem tem mais condenações, lula comemora   #oantagonista… '"
' @mariateresareno: @theeconomist mostra quem é o presidente mais corrupto do mundo vergonha nacional  :///u1djimo…'
"'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk, pqp, pensar que essa anta já presidiu o brasil é insanidade total  :///hbts4i9ppm'"
'@fn7k @majiwkijacques e ninguém enquadrou ela ainda #vergonha '
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
"' @davidlkosman: lula não tem mérito de ser pai de ninguém, somente pode ser pai dos burros  e #bolsonaropresidente2018 http…'"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' @ezequiasns:  :///wqszqgw4ur'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"' @villamarcovilla: dilma, onde foi parar o trem-bala  #chegadeimpunidade #chegadecorrupção #marcoantoniovilla #jornaldacultura ht…'"
' @direita_blog:  #fimdopt :///inzucbqlcu'
' @ezequiasns:  :///wqszqgw4ur'
' @ezequiasns:  :///wqszqgw4ur'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' @a_lliu: muito inocência em uma só pessoa será que santo é tão digno qt ele #sqn  :///evuh6kfawb'
' já :///xdlfo8uxxr'
"'@gleisi @meirelles vc é falsa, não tem pena nenhuma de roubar junto com seu marido em detrimento do povo brasileiro '"
'@realdonaldtrump  chegou a hora do lula  🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚔🚔   🚔🚔 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔  :///chbrzfsr6a'
' @to_de_olho: tudo transparente  nao precisa nem desenhar #impeachmentja   #somostodosjanaina :///xsiyfpgsxk'
' @ezequiasns:  :///wqszqgw4ur'
"' @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  :///aspcgmx0…'"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@gleisi perderão a eleição senadora pode acreditar a massa não crê mais em vcs e será estado por estado anote aí '
' @ezequiasns:  :///wqszqgw4ur'
'@comunacritico @raulzitos_ #bolsonaro2018 '
'@osul_noticias  🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚔🚔   🚔🚔 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨 :///gtkp5dhq5a'
"' @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  :///aspcgmx0…'"
' @ezequiasns:  :///wqszqgw4ur'
"'@lulapelobrasil #bolsonaro #bolsonaropresidente #bolsonaro2018  esse mula pelo brasil é uma piada, nem ele acredita'"
"' @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  :///aspcgmx0…'"
"'@dilmabr foi usado pelo lula, hospedado num hotel famoso, pra comprar votos contra o impeachment não esqueceremos nunca '"
'@sandrabrasilia '
' @luiztenda: @sandrabrasilia '
' @paulynhaa_alves: @revistaistoe 😂😂 bem isto   #lulaladrão :///iicgrcllqh'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' @paulynhaa_alves: @revistaistoe 😂😂 bem isto   #lulaladrão :///iicgrcllqh'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' @marcos_mark66: que comece o mimimi #naoqueroeconomistaquerobolsonaro    🇧🇷🙂'
' @paulynhaa_alves: @revistaistoe 😂😂 bem isto   #lulaladrão :///iicgrcllqh'
'@osvladpereira dia memorável  '
"'@gleisi caravana, isso é um expresso para o inferno  junto com seu bando de vagabundos ladrões #gleiseladradeaposentados'"
'@carla_valente @lulapelobrasil '
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"' @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' @mark_senkd:   a vaquinha do lula acabou no brejo :///7pjq97fjsm'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' @mark_senkd:   a vaquinha do lula acabou no brejo :///7pjq97fjsm'
'quero você fuzilado seu verme traidor :///o1pal7wbvo'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' @mark_senkd:   a vaquinha do lula acabou no brejo :///7pjq97fjsm'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' @rosevplb: exigimos a prisão do líder   :///miqjxfvjcv'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
"' @anjokamaximo: #prisaosegundainstanciasim  anda muito saidinho stf pago pelos contribuintes, solta bandidos q assalta… '"
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' :///2gmpxcxu5l'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' #esquerdopatas #globolixo :///xajs3ckqgv'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
' @sandrabrasilia: lula em salinas: população gritando ladrão  :///yorcbck6rq'
"' @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'#queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv  @leehcrvg  @hudsonhnunes'
