texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 https://tco/kcjp1avx9m'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @stefanieribei20: #queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv  @leehcrvg  @huds…'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @marcos_mark66: que comece o mimimi #naoqueroeconomistaquerobolsonaro    🇧🇷🙂'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'#queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv  @leehcrvg  @stefanieribei20'
'#queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv'
'rt @hudsonhnunes: #queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv'
'rt @hudsonhnunes: #queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv  @leehcrvg  @stefani…'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @hudsonhnunes: #queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv'
'rt @hudsonhnunes: #queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv  @leehcrvg  @stefani…'
'rt @stefanieribei20: #queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv  @leehcrvg  @huds…'
"'ansiosamente aguardando o será que @inst_lula perde o emprego e @dilmabr, vai junto  november 02, 2017 at 09:05am'"
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @mark_senkd: se o mentor de  é contra #bolsonaro2018 é sinal de que estamos no caminho certo https://tco/5nm2sdffqi'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@trf4_oficial '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'@uolnoticias mas muitos de nós, cidadãos brasileiros, não perdoamos ladrão corrupto '"
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @paulacamara_: eu também   https://tco/ukkw8fwfim'
'rt @paulacamara_: lula por minas gerais - na praça 7   https://tco/cvkhraoymk'
'rt @paulacamara_: lula por minas gerais - na praça 7   https://tco/cvkhraoymk'
'rt @nerdraiz: por mais dentistas assim no brasil #luladay  https://tco/mlen1ep1cp'
'rt @blachfish: 🔰fiasco da caravana em salinas do comunista criminoso🔰    #lulacadeiajá https://tco/z7vmv6tutd'
'@trf4_oficial 👉 '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @paulacamara_: eu também   https://tco/ukkw8fwfim'
'o objetivo da esquerda é arruinar a economia do brasil queremos  https://tco/sv316krc3g'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @pauloparmm: o objetivo da esquerda é arruinar a economia do brasil queremos  https://tco/sv316krc3g'
'rt @pauloparmm: o objetivo da esquerda é arruinar a economia do brasil queremos  https://tco/sv316krc3g'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'@enquette_ prefiro o @lulapelobrasil  na cadeia comendo arroz e ovo azedo  a lei é para todos #vivasergiomoro #vivabolsonaro'
'lula e bolsonaro lideram para 2018 #bolsonaro2018  siga @jairbolsonaro @bolsonarosp @flaviobolsonaro rj https://tco/okcrmfdajk https://tco/cturkvmunn'
'rt @br45ilnocorrupt: lula e bolsonaro lideram para 2018 #bolsonaro2018  siga @jairbolsonaro @bolsonarosp @flaviobolsonaro r… '
'essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori @sandrabrasilia @edcar1811 @motta1302 @daniellbravo @bolsomita_ @lucianorolim1 @bobiackk @athiabalba @crixtal7 @patitabr @uli_cassilva @deivis_sil https://tco/gutd6mjzxw'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'#bolsonaro  safado corrupto https://tco/qmavlbpllf'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
' https://tco/9ztpsu4bzm'
'por isso que esse senhor é o candidato da minha familia #bolsonaro2018  https://tco/jmxzmun3ke'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @rosangela_bolze: pelo amor deus, #moro  já  criminoso e terrorista alto risco social @stf_oficial @mpf_pgr @mpf_prpr htt…'"
'@bbcbrasil '
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @jwellingtonmelo: o pt tem corrupção até em fotos  https://tco/7gowo9bpfe'
"'rt @paulacamara_: lula por minas gerais em teófilo otoni :  ‘lula ladrão, seu lugar é na prisão’   https://tco/zy3z70fjud'"
'rt @tthecrow_: como o brasil elegeu essa anta  https://tco/jwonkgdcts'
'rt @spd_33: 🔰fracasso total o comício de luladrão em governador valadares-mg   #lulanuncamais https://tco/z0dnhy5yfh'
'rt @paulacamara_: lula por minas gerais - na praça 7   https://tco/cvkhraoymk'
"'rt @paulacamara_: parabéns, lula    https://tco/ab8uhb1ljd'"
' https://tco/dznxzx33mg'
' https://tco/pcsp07s2r3'
'rt @antoniosous: @gleisi @meirelles presidenta quando é que o pt vai expulsar o #lulacondenado   … '
'rt @renatinhacris2: pura verdade #lulacondenado  https://tco/kdb8ietqqs'
'rt @coanbrasil: #sextafeira13 #ptralhas  #lulacondenado #luladrao https://tco/edhm8du51q'
'rt @luxajuda: @tsejusbr    como é que pode um bandido condenado fazendo campanha na cara do tse livremente e fora de… '
'rt @luxajuda: @tsejusbr    como é que pode um bandido condenado fazendo campanha na cara do tse livremente e fora de… '
'rt @luxajuda: @tsejusbr    como é que pode um bandido condenado fazendo campanha na cara do tse livremente e fora de… '
'rt @luxajuda: @tsejusbr    como é que pode um bandido condenado fazendo campanha na cara do tse livremente e fora de… '
'rt @luxajuda: @tsejusbr    como é que pode um bandido condenado fazendo campanha na cara do tse livremente e fora de… '
'rt @luxajuda: @tsejusbr    como é que pode um bandido condenado fazendo campanha na cara do tse livremente e fora de… '
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @luxajuda: @tsejusbr    como é que pode um bandido condenado fazendo campanha na cara do tse livremente e fora de… '
"'@lulapelobrasil @davidrealsugar falou aí o honestão, vai dornir q a vontade de  ser presidente passa, um reu fazendo campanha, so aqui no brasil mesmo '"
'rt @mark_senkd: se o mentor de  é contra #bolsonaro2018 é sinal de que estamos no caminho certo https://tco/5nm2sdffqi'
'rt @mark_senkd: se o mentor de  é contra #bolsonaro2018 é sinal de que estamos no caminho certo https://tco/5nm2sdffqi'
'rt @luxajuda: @tsejusbr    como é que pode um bandido condenado fazendo campanha na cara do tse livremente e fora de… '
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'vou parar por aqui pois vou trabalhar  #lulabandidocondenado  #dilmanacadeia #gleisinacadeia #ptnacadeia chega de blablabla https://tco/zjgwleogmh'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' https://tco/vcu0bcqhv9'
'  #lulainelegivel https://tco/pq3yxjx0it'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'#whastapp parou #foratemer '
"'quando será que este ser ignóbil, salafrário, decrépito, mentecapto, ladrão, mentiroso, asqueroso, será preso já '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'@monalisafemini1 @coletto_thiago @gabrlelplnhelro @danilogentili isso aí , companheira aqui somos todos retardados e amamos a moral e odiamos bandidos#bolsonaro2018 #aturaousurta '"
'rt @luxajuda: vou parar por aqui pois vou trabalhar  #lulabandidocondenado  #dilmanacadeia #gleisinacadeia… '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'@fernandoholiday @paulox36 rouba corações que eu saiba ele gosta é de roubar $ milhões salafrário, decrépito, mentecapto, ladrão, mentiroso, asqueroso '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @davidlkosman: lula não tem mérito de ser pai de ninguém, somente pode ser pai dos burros  e #bolsonaropresidente2018 http…'"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' https://tco/fsdmwvkykx'
"'essa revista é uma fraude desonesta ao extremo o que assusta o povo é corrupção e impunidade em 2018,  #bolsonaropresidente https://tco/9yny4u02lt'"
'não  situação no br está nas mãos da população do bem  q precisa se mobilizar mais e impedir q bandidos se elejam    https://tco/dezyuhlzgj'
'@mbrasilonline os inocentes são ludibriados por políticos corruptos é nosso dever pedir a prisão deles e impedir que participem das eleições '
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
' https://tco/ln13upx4nu'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'@mark_senkd @mbrasilonline a imprensa esquerda q mama nas tetas do governo engana este povo sofrido q ainda vota em lula por falta de informação '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'que temos q investiguem a fundo  https://tco/k17etj3yaa'
'rt @br45ilnocorrupt: lula e bolsonaro lideram para 2018 #bolsonaro2018  siga @jairbolsonaro @bolsonarosp @flaviobolsonaro r… '
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
'pt foi a razão da destruição do br em 13 anos no poder e ameaça enterrar o pouco de bom q sobrou   https://tco/fyn1tjqgga'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' #foracorrupcao #lulalanacadeia #foratemer https://tco/crmydarxfb'
'#bolsonaro2018 não foi citado nele eu confio rt @adenilson_tome:  #foracorrupcao #lulalanacadeia #foratemer https://tco/tlzrgbayxc'
' https://tco/lpybkmfz7z'
' https://tco/qpjdpzalio'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'  https://tco/2rtsceqwew'
' #folhalixo #vejalixo #globolixo https://tco/hki8azcxyd'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'#globolixo #forabutler #omolixo  #vejalixo #avonlixo #esquedopatas #deixemnossascriancasempaz #folhalixo #caetanolixo https://tco/t7gixvchzl'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'mas não era gópi 🤔  https://tco/h59atn1tqk'
'sempre lembrando  antes q #stfvergonhanacional o libere'
'@joe_br_capelli @deltanmd  #dilmanacadeia #aecionacadeia #temernacadeia'
'@hellraiserorcus @deltanmd '
'tem q acabar c esta programa e colocar médicos brasileiros ou de outros países q queiram trabalhar  https://tco/vlflmzlka7'
' https://tco/vwuk7serqi'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@janainadobrasil o fachin deferiu qual o objetivo do porco saber quer ameaçar quer saber o q evitar depois q o stf o liberar quer matar '
'   https://tco/ioqfxgwvd7'
'rt @mestre_tigresa: essa senhora é retardada ela não sabe que lula tem 9 milhões de previdência privada  @sakasakamori… '
'   https://tco/tnhqheurcr'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'   https://tco/gi5rhsrhk0'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @pauloparmm:  https://tco/qpjdpzalio'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'  https://tco/wvakkdi9hh'
'multado    https://tco/zj2vemrgyv'
'@dasilva86 @rosevplb @ritaoli36702816 @mcissaguimaraes @profsandrag1 @artur_slo @sakasakamori @somar61 @paty_meirelles @osvladpereira 🔴 quer constituinte e revogatória: será o golpe bolivariano para o crápula mor ou outro poste voltar ao comando do país'
